 ENTREE,TITRE,AUTEUR,SERIE,COTE,EDITION,COMMENTAIRES,THEME_OUVRAGE,TYPE_OUVRAGE
1070,Napoleons grosse liebe - Maria Waleska,"DECAUX, Lucile",E,E Dec,"Wilhelm Goldmann Verlag, 1953, 184 p.",Texte en allemand,,Livre en langue etrangere
1071,La expedicion Bonaparte - El nacimiento de la egiptologa,"SOLE, Robert",E,E SOL,"Edhasa, 2001, 287 p.",Texte en espagnol,,Livre en langue etrangere
1072,A holiday history of France,"HAMILTON, Ronald",E,E HAM,"The Hogarth Press, 1985, 250 p.",Texte en anglais,,Livre en langue etrangere
1073,The life & times of Napoleon,"RIVOIRE, Mario",E,E RIV,"The Curts Publishing Company, 1966, 75 p.",Texte en anglais,,Livre en langue etrangere
1074,La Giornata di Elisa vita publica e privata di una principessa,"MARTINELLI, Robert",E,E MAR,"Marai Pacini Fazzi editore, 2003, 83 p.",Texte en italien,,Livre en langue etrangere
1075,La Tavola di Elisa un inventario racconta,"MARTINELLI, Robert",E,E MAR,"Marai Pacini Fazzi editore, 2002, 93 p.",Texte en italien,,Livre en langue etrangere
1076,Wilhelm von Kobell - Monographie und kritisches Verzeichnis der Werke,"WICHMANN, Siegfried",E,E WIC,"Prestel, 1970, 539 p.",Texte en allemand,,Livre en langue etrangere
1077,Napoleon von Corsica bis St Helena,INCONNU,E,E INC,"Hansa, s.d., 192 p.",Texte en allemand,,Livre en langue etrangere
1078,Napoleon s Russain Campaign of 1812,"FOORD, Edward",E,E FOO,"Hutchinson and Co, 1914, 424 p.",Texte en anglais,,Livre en langue etrangere
1079,Napoleon s invasion of Russia,"TARLE, Eugene",E,E TAR,"Oxford University Press, 1942, 422 p.",Texte en anglais,,Livre en langue etrangere
1080,"""1812"" Napoleon I in Russia","VERESTCHAGIN, Vassili",E,E VER,"William Heinemann, 1899, 266 p.",Texte en anglais,,Livre en langue etrangere
1081,Bayern-Tirol - Die geschichte einer freud-leidvollen nachbarschaft,"FORCHER, Michael",E,E FOR,"Haymon, 1983, 264 p.",Texte en allemand,,Livre en langue etrangere
1082,1812 - Eyewitness accounts of Napoleon s defeat in Russia,"BRETT-JAMES, Antony",E,E BRE,"Readers Union - Macmillan, 1967, 308 p.",Texte en anglais,,Livre en langue etrangere
1083,Napoleon und Bayern - Von den anfängen des Königreiches,"JUNKELMANN, Marcus",E,E JUN,"Friedrich Pustet, 1985, 407 p.",Texte en allemand,,Livre en langue etrangere
1084,With Napoleon in Russia 1812,"VOSSLER, H. A.",E,E VOS,"The Folio Society, 1969, 176 p.",Texte en anglais,,Livre en langue etrangere
1085,A soldier for Napoleon - The campaigns of Lt FJ Hausmann - 7th Bavarian Infantry,"HAUSMANN, Franz Joseph",E,E HAU,"Greenhill Books, 1998, 272 p.",Texte en anglais,,Livre en langue etrangere
1086,Geschichte des Königlich Bayerrischen 5 Infanterie Regiments (1812 - 1833),GERNETH; KIEFLING,E,E GER,"Ernst Siegfried Mittler und Sohn, 1893, 832 p.",Texte en allemand,,Livre en langue etrangere
1087,Napoleons Feldzug in Russland von 1812,FABER DU FAUR,E,E FAR,"Heinrich Schmidt & Carl Gunther, 1989, pages non numerotees.",Texte en allemand,,Livre en langue etrangere
1088,Per l Italia e per Napoleone - Memorie dell esercito italaino (1796 - 1814),"ZUCCHI, Carlo",E,E ZUC,"Edizioni del Confine, 2010, 112 p.",Texte en italien,,Livre en langue etrangere
1089,A visit to Malmaison,"BOURGUIGNON, Jean",E,E BOU,"Louis Chevalier Editor, s.d., 58 p.",Texte en anglais,,Livre en langue etrangere
1090,Histoire ranimee - Les soldats des armees de l epoque napoleonienne de Bohême,INCONNU,E,E  INC,"Brno, 2000, 153 p.","Texte en français, polonais et allemand",,Livre en langue etrangere
1091,L armee française - An illlustrated History of the French Army (1709 - 1885),"DETAILLE, Edouard ",E,E DET,"Waxtel&Hasenauer, 1992, 353 p.",Texte en anglais  - Grand format,,Livre en langue etrangere
1092,"100 Jahre Eidg Armee, artillerie 1852",JELMOLI,E,E JEL,"Revue, s.d., 144 p.",Texte en allemand,,Livre en langue etrangere
1093,Smolensk 1812,"CZESLAX ZAK, Andrzej",E,E CZE,"Pruszkow, 1999, 44 p.",Texte en polonais,,Livre en langue etrangere
1094,The Greenhill Napoleonic Wars Data Book,"SMITH, Digby",E,E SMI,"Greenhill Books, 1998, 582 p.",Texte en anglais,,Livre en langue etrangere
1095,La batalla de Ocana - Campanas militares en la provincia de Toledo en 1809,"ONTALBA JUAREZ, Florencio; JAEN Pedro Luis Ruiz",E,E ONT,"Duplication de Toledo, 2006, 179 p.",Texte en espagnol,,Livre en langue etrangere
1096,Napoleon s army,"ROGERS, H.C.B.",E,E ROG,"Pen & Sword military, 1988, 192 p.",Texte en anglais,,Livre en langue etrangere
1097,1812 Napoleon s Invasion of Russia ,"BRITTEN AUSTIN, Paul",E,E  BRI,"Greenhill Books, 2000, 464 p.",Texte en anglais,,Livre en langue etrangere
1098,The Napoleonic soldier,"MAUGHAN, E. Stephen",E,E MAU,"The Crowwood Press, 1999, 144 p.",Texte en anglais,,Livre en langue etrangere
1099,"A desperate business  - Wellington, the British Army and the Waterloo Campaign","FLETCHER, Ian",E,E FLET,"Spellmount Staplehurst, 2001, 192 p.",Texte en anglais,,Livre en langue etrangere
1100,Napoleone in caricatura,"LOMBARDI, Glauco",E,E LOM,"Quaderni del Museao n°15, 2015, 159 p.",Texte en italien,,Livre en langue etrangere
1101,A military history and atlas of the Napoleonic Wars,"ESPOSITO, Vincent J. (brigadier general)",E,E ESP,"Frederick A . Praeger Editor, 1964, pages non numerotees.",Texte en anglais - Grand format,,Livre en langue etrangere
1102,Il ritorno di Napoleone,"ANGELLOTTO, Daniele et d autres auteurs",E,E ANG,"Electa, 2009, 144 p.",Texte en italien,,Livre en langue etrangere
1000,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 1,,Ouvrages sur les uniformes,
1001,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 2,,Ouvrages sur les uniformes,
1002,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 3,,Ouvrages sur les uniformes,
1003,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 4,,Ouvrages sur les uniformes,
1004,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 5,,Ouvrages sur les uniformes,
1005,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 6,,Ouvrages sur les uniformes,
1006,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 7,,Ouvrages sur les uniformes,
1007,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 8,,Ouvrages sur les uniformes,
1008,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 9,,Ouvrages sur les uniformes,
1009,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 10,,Ouvrages sur les uniformes,
1010,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 11,,Ouvrages sur les uniformes,
1011,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 12,,Ouvrages sur les uniformes,
1012,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 13,,Ouvrages sur les uniformes,
1013,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 14,,Ouvrages sur les uniformes,
1014,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 15,,Ouvrages sur les uniformes,
1015,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 16,,Ouvrages sur les uniformes,
1016,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 17,,Ouvrages sur les uniformes,
1017,Uniformenkunde,"KNOTEL, Richard",T,T KNO,ULF-J. Friese und UWE Lacina editionen - Tome 18,,Ouvrages sur les uniformes,
1018,Journal militaire contenant tout ce qui concerne la Guerre et la Marine,JOURNAL MILITAIRE,T,T JOU,"Magimel, 1806,240 p.",,Ouvrages sur les uniformes,
1019,Napoleon s Specialist Troops,"HAYTHORNTHWAITE, Philip",T,T HAY,"Osprey, 1988, 48 p.",,Ouvrages sur les uniformes,
1020,Napoleon s Overseas Army,"CHARTRAND, Rene",T,T CHA,"Osprey, 1989, 48 p.",,Ouvrages sur les uniformes,
1021,Prussian Cavalry of the Napoleonic Wars (2) - 1807 - 1815,"HOFSCHROER, Peter ",T,T HOF,"Osprey, 1986, 48 p.",,Ouvrages sur les uniformes,
1022,Napoleon s German Allies (1) - Westfalia and Kleve-Berg,"PIVKA, Otto von",T,T PIV,"Osprey, 1975, 40 p.",,Ouvrages sur les uniformes,
1023,Napoleon s German Allies (2) - Nassau and Oldenburg,"PIVKA, Otto von",T,T PIV,"Osprey, 1976, 40 p.",,Ouvrages sur les uniformes,
1024,Napoleon s German Allies (4) - Bavaria,"PIVKA, Otto von",T,T PIV,"Osprey, 1980, 40 p.",,Ouvrages sur les uniformes,
1025,Flags of the Napoleonic Wars (2),"WISE, Terence",T,T WIS,"Osprey, 1978, 40 p.",,Ouvrages sur les uniformes,
1026,Flags of the Napoleonic Wars (3),"WISE, Terence",T,T WIS,"Osprey, 1981, 40 p.",,Ouvrages sur les uniformes,
1027,Napoleon s Guard Infantry (2),"HAYTHORNTHWAITE, Philip",T,T HAY,"Osprey, 1985, 48 p.",,Ouvrages sur les uniformes,
1028,L uniforme et les armes des soldats de la guerre en dentelle,"FUNCKEN, Fred et Liliane",T,T FUN,"Casterman, 1976, 154 p.",,Ouvrages sur les uniformes,
1029,Uniformes des armees de Waterloo - 1815,"PERICOLI, Ugo",T,T PER,"Edita.Vilo, 1975, 192 p.",,Ouvrages sur les uniformes,
1030,Drapeaux et etendards,"CHARRIE, Pierre",T,T CHA,"Copernic, Paris, 1982, 232 p.",,Ouvrages sur les uniformes,
1031,Les Polonais de Napoleon,"TRANIE, J.; CARMIGNIANI, J.-C.",T,T CAR,"Copernic, 1982, 182 p.",,Ouvrages sur les uniformes,
1032,Glorieux cavaliers de Napoleon (classeur bleu 1),ATLAS ,T,T ATL,"Editions Atlas, Paris, 2001.",,Ouvrages sur les uniformes,
1033,Glorieux cavaliers de Napoleon (classeur bleu 2),ATLAS ,T,T ATL,"Editions Atlas, Paris, 2001.",,Ouvrages sur les uniformes,
1034,Glorieux cavaliers de Napoleon (classeur bleu 3),ATLAS ,T,T ATL,"Editions Atlas, Paris, 2002.",,Ouvrages sur les uniformes,
1035,Glorieux cavaliers de Napoleon - Volume 1,ATLAS ,T,T ATL,"Editions Atlas, Paris, 2001, 143 p.",,Ouvrages sur les uniformes,
1036,Glorieux cavaliers de Napoleon - Volume 4,ATLAS,T,T ATL,"Editions Atlas, Paris, 2002, 143 p.",,Ouvrages sur les uniformes,
1037,Glorieux cavaliers de Napoleon - Volume 5,ATLAS,T,T ATL,"Editions Atlas, Paris, 2002, 143 p.",,Ouvrages sur les uniformes,
1038,Glorieux cavaliers de Napoleon - Volume 6,ATLAS,T,T ATL,"Editions Atlas, Paris, 2003, 143 p.",,Ouvrages sur les uniformes,
1039,Les cuirassiers,BUCQUOY (commandant),T,T BUC,"Jacques Grancher, 1978, 199 p.",,Ouvrages sur les uniformes,
1040,Fanfares et musiques des troupes a cheval (1640 - 1940),BUCQUOY (commandant),T,T BUC,"Jacques Grancher, 1985, 126 p.",,Ouvrages sur les uniformes,
1041,L infanterie,BUCQUOY (commandant),T,T BUC,"Jacques Grancher, 1979, 295 p.",,Ouvrages sur les uniformes,
1042,La Garde Imperiale - Troupes a cheval,BUCQUOY (commandant),T,T BUC,"Jacques Grancher, 1977, 212 p.",,Ouvrages sur les uniformes,
1044,Le 3e regiment de chevau-legers bavarois,REVUE SOLDATS NAPOLEONIENS,T,T REV,"Soldats napoleoniens n° 23, 2009, 92 p.",,Ouvrages sur les uniformes,
1045,Uniformes napoleoniens,"VERNET, Carle",T,T VER,"Musee de l armee, 2001, 95 p.",,Ouvrages sur les uniformes,
1046,Le bonnet a poils des grenadiers a pied de la Garde Imperiale modele (1808 - 1815),MUSEE ST REMI DE REIMS,T,T MUS,"Musee de St Remi de reims, s;d., pages non numerotees.",,Ouvrages sur les uniformes,
1047,Les armees de l histoire n° 85,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1048,Les armees de l histoire n° 87,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1049,Les armees de l histoire n° 88,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1050,Les armees de l histoire n° 89,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1051,Les armees de l histoire n° 93,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1052,Les armees de l histoire n° 102,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1053,Les armees de l histoire n° 103,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1054,Les armees de l histoire n° 111,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1055,Les armees de l histoire n° 112,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1056,Les armees de l histoire n° 113,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1057,Les armees de l histoire n° 119,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1058,Les armees de l histoire n° 121,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1059,Les armees de l histoire n° 124,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1060,Les armees de l histoire n° 127,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1061,Les armees de l histoire n° 135,REVUE UNIFORMES,T,T REV,,,Ouvrages sur les uniformes,
1062,Les vrais soldats de Napoleon,"QUENNEVAT, Jean-Claude",T,T QUE,"Sequoia-Elsevier, 1968, 223 p.",,Ouvrages sur les uniformes,
1063,Sous-officiers de Napoleon . La garde imperiale - tome 1 - L infanterie,"JOLIVET, Francis",T,T JOL,"L esprit du livre editions, Sceaux, 2006, 96 p.",,Ouvrages sur les uniformes,
1064,Sous-officiers de Napoleon . La garde imperiale - tome 2 - La cavalerie,"JOLIVET, Francis",T,T JOL,"L esprit du livre editions, Sceaux, 2009, 103 p.",,Ouvrages sur les uniformes,
1065,Planches d uniformes (classeur noir 1),"FORTHOFFER, Roger",T,T FOR,"A compte d auteur, annees 60.",,Ouvrages sur les uniformes,
1066,Planches d uniformes (classeur noir 2),"FORTHOFFER, Roger",T,T FOR,"A compte d auteur, annees 60.",,Ouvrages sur les uniformes,
1067,Planches d uniformes (classeur noir 3),"FORTHOFFER, Roger",T,T FOR,"A compte d auteur, annees 60.",,Ouvrages sur les uniformes,
1068,Soldats de plomb de la Grande armee de Napoleon (classeur rouge 1),ATLAS,T,T ATL,Editions Atlas.,Grand format,Ouvrages sur les uniformes,
1069,Soldats de plomb de la Grande armee de Napoleon (classeur rouge 2),ATLAS,T,T ATL,Editions Atlas.,Grand format,Ouvrages sur les uniformes,
1070,Soldats de plomb de la Grande armee de Napoleon (classeur rouge 3),ATLAS,T,T ATL,Editions Atlas.,Grand format,Ouvrages sur les uniformes,
1071,Soldats de plomb de la Grande armee de Napoleon (classeur rouge 4),ATLAS,T,T ATL,Editions Atlas.,Grand format,Ouvrages sur les uniformes,
1072,Soldats de plomb de la Grande armee de Napoleon (classeur rouge 5),ATLAS,T,T ATL,Editions Atlas.,Grand format,Ouvrages sur les uniformes,
1073,Soldats de plomb de la Grande armee de Napoleon (classeur rouge 6),ATLAS,T,T ATL,Editions Atlas.,Grand format,Ouvrages sur les uniformes,
1074,Soldats de plomb de la Grande armee de Napoleon (classeur rouge 7),ATLAS,T,T ATL,Editions Atlas.,Grand format,Ouvrages sur les uniformes,
1075,La Garde Imperiale (1804 - 1815),"FALLOU, L.",T,T FAL,"Edition ""Armees du Passe"", 1975, 379 p.",,Ouvrages sur les uniformes,
1076,Le manuscrit du canonnier Hahlo (classeur vert),HAHLO,T,T HAH,"A compte d auteur, 1973, pages non numerotees.",,Ouvrages sur les uniformes,
1077,Soldats de plomb de la Grande armee de Napoleon (classeur rouge 8),ATLAS,T,T ATL,Editions Atlas.,Grand format,Ouvrages sur les uniformes,
1078,Waterloo - Les uniformes de l armee française,"LEGEIN, Pierre; MARTIN, Jacques",T,T LEG,"Casterman, 2007, 56 p.",Grand format,Ouvrages sur les uniformes,
1079,Le royaume de Prusse - Les uniformes,"SAINT-YVES, Paul ",T,T SAI,"Robert Laffont, 1983, 116 p. ",Grand format,Ouvrages sur les uniformes,
1080,La gazette des uniformes - Volume n° 4,REVUE,T,T REV,"Societe Regi Arm, 1992, 52 p.",Grand format,Ouvrages sur les uniformes,
1081,"Artilleurs, mes freres - La grande et la petite hsitoire des ecoles de l artillerie","AUBLET, Robert (general)",T,T AUB,"Editions du fer a marquer, 1991, 192 p.",Grand format,Ouvrages sur les uniformes,
1082,Le costume et les armes des soldats de tous les temps,"FUNCKEN, Fred et Liliane",T,T FUN,"Casterman, 1966, 155 p.",,Ouvrages sur les uniformes,
1083,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 1",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2004, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1084,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 2",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2004, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1085,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 3",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2004, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1086,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 4 - Les fastes de l Empire",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2004, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1087,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 5",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2005, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1088,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 6 - Les dragons a pied",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2005, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1089,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 7 - Les Polonais a Fuengirola",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2005, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1090,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 8",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2005, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1091,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 9",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2006, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1092,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 10 - Les hussards",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2006, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1093,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 11 - L habit blanc",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2006, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1094,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 12 - Les chasseurs a cheval",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2006, 81 p. ",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1095,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 13 - ",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2007, 81 p. ",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1096,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 14 - La campagne de 1807",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2007, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1097,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 15 - La cavalerie legere 1810-1815",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions de la Revue Napoleon, 2007, 81 p.",Editions de la Revue Napoleon du n° 1 a 27,Ouvrages sur les uniformes,
1110,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 1 - Nouvelle serie - La sabretache du lieutenant-general Henry William Paget",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2011, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1111,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 2 - Nouvelle serie - Charles Henry Delacroix",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2011, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1112,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 3 - Nouvelle serie -",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2011, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1113,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 4 - Nouvelle serie - L ambulance du 25e leger le 6 juillet 1809 a Wagram",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2012, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1114,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 5 - Nouvelle serie - Le 7e de hussards a Waterloo",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2012, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1115,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 6 - Nouvelle serie - ",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2012, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1116,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 7 - Nouvelle serie -",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2012, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1117,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 8 - Nouvelle serie - Les pontonniers sous la Revolution et l Empire",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2013, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1118,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 9 - Nouvelle serie - La legion de gendarmerie d elite",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2013, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1119,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 10 - Nouvelle serie - ",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2013, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1120,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 11 - Nouvelle serie - L homme du train d artillerie en Russie",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2013, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1121,"Soldats napoleoniens - Les troupes françaises, alliees et coalisees n° 12 - Nouvelle serie - Les chasseurs a cheval de la Garde Imperiale",REVUE SOLDATS NAPOLEONIENS,T,T SOL,"Editions du Livre Chez Vous, 2014, 83 p.",Suite de la serie des Editions de la Revue Napoleon du n° 1 a 26,Ouvrages sur les uniformes,
1122,Soldats de plomb de la Grande armee de Napoleon (classeur rouge 8),ATLAS,T,T ATL,Editions Atlas.,Grand format,Ouvrages sur les uniformes,
1123,Soldats de plomb de la Grande armee de Napoleon (classeur rouge 9),ATLAS,T,T ATL,Editions Atlas.,Grand format,Ouvrages sur les uniformes,
1124,L epopee du costume militaire,"CHARTRAND, Rene; BITRY-BOELY, G.",T,T CHA,"Editions du Livre Chez Vous, 2009, 359 p.",Grand format,Ouvrages sur les uniformes,
1125,Les trompettes de cavalerie sous l Empire,"BOURGEOT, Vicent; Martin, Yves",T,T BOU,"Editions du Livre Chez Vous, 2011, 528 p.",Grand format,Ouvrages sur les uniformes,
1126,L armee du duche de Varsovie,"CHELMINSKI, J.V.; MALIBRAN, A.",T,T CHE,"Editions du Livre Chez Vous, 2001, 302 p.",Grand format,Ouvrages sur les uniformes,
1127,Un regiment Seine-et-Marnais - Le 29e Dragons,"PLANCKE, Rene-Charles (capitaine)",T,T PLA,"Editions Amatteis, s.d., 80 p.",Grand format,Ouvrages sur les uniformes,
1128,Les Gardes d Honneur,"MEGANCK, P.; BOURGEOT, V.",T,T MEG,"Editions du Livre Chez Vous, 2009, 695p.",Grand format,Ouvrages sur les uniformes,
1129,L armee de Napoleon - Uniformes du 1er Empire (1792 - 1815),"DOMANGE, Jacques",T,T DOM,"Editions du Livre Chez Vous, 2006, 519 p.",Grand format,Ouvrages sur les uniformes,
1130,L arme du Train de 1807 a nos jours,"CARBONNEAUX, Jean (general)",T,T CHA,"Charles-Lavauzelle, 1989, 375 ,p.",Grand format,Ouvrages sur les uniformes,
1131,L armee de Napoleon,"SOKOLOV, Oleg",T,T SOK,"Editions Commios, 2003, 592 p.",Grand format,Ouvrages sur les uniformes,
1132,L uniforme et les armes des soldats du Premier Empire - Tome 1,"FUNCKEN, Fred et Liliane",T,T FUN,"Casterman, 1969, tome 1 . x p.",,Ouvrages sur les uniformes,
1133,L uniforme et les armes des soldats du Premier Empire - Tome 2,"FUNCKEN, Fred et Liliane",T,T FUN,"Casterman, 1969, tome 2 . 157 p.",,Ouvrages sur les uniformes,
1134,La Garde Imperiale,"GANIER, Henry",T,T GAN,"Le livre chez vous, 2005, 192 p.",Grand format,Ouvrages sur les uniformes,
